,Year,Ceremony,Award ID,Award Type,Award Name,Work,Nominee,Winner
1822,1966,9,600,Work,Best Classical Vocal Soloist Performance (With Or Without Orchestra),"Mirella Freni, Operatic Arias",Mirella Freni,False
1823,1966,9,600,Work,Best Classical Vocal Soloist Performance (With Or Without Orchestra),Falla: Seven Popular Spanish Songs,Shirley Verrett,False
1824,1966,9,600,Work,Best Classical Vocal Soloist Performance (With Or Without Orchestra),"Strauss: Salome (Dance of the Seven Veils, Interlude, Final Scene)/The Egyptian Helen (Awakening Scene)",Leontyne Price,True
1825,1966,9,602,Work,Best Country & Western Recording,There Goes My Everything,Jack Greene,False
1826,1966,9,602,Work,Best Country & Western Recording,Don't Touch Me,Jeannie Seely,False
1827,1966,9,602,Work,Best Country & Western Recording,Distant Drums,Jim Reeves,False
1828,1966,9,602,Work,Best Country & Western Recording,I'm A Nut,LeRoy Pullins,False
1829,1966,9,602,Work,Best Country & Western Recording,Almost Persuaded,David Houston,True
1830,1966,9,604,Work,Best Country & Western Vocal Performance - Female,Ain't Had No Loving,Connie Smith,False
1831,1966,9,604,Work,Best Country & Western Vocal Performance - Female,Would You Hold It Against Me (Single),Dottie West,False
1832,1966,9,604,Work,Best Country & Western Vocal Performance - Female,Evil On Your Mind,Jan Howard,False
1833,1966,9,604,Work,Best Country & Western Vocal Performance - Female,Don't Come Home A Drinkin',Loretta Lynn,False
1834,1966,9,604,Work,Best Country & Western Vocal Performance - Female,Don't Touch Me,Jeannie Seely,True
1835,1966,9,605,Work,"Best Country & Western Vocal Performance, Male",Almost Persuaded #2 (Single),Ben Colder,False
1836,1966,9,605,Work,"Best Country & Western Vocal Performance, Male",Just Between You And Me (Single),Charley Pride,False
1837,1966,9,605,Work,"Best Country & Western Vocal Performance, Male",There Goes My Everything (Single),Jack Greene,False
1838,1966,9,605,Work,"Best Country & Western Vocal Performance, Male",Distant Drums (Single),Jim Reeves,False
1839,1966,9,605,Work,"Best Country & Western Vocal Performance, Male",Almost Persuaded,David Houston,True
1840,1966,9,609,Work,Best Country & Western Song,There Goes My Everything (Single),"Dallas Frazier, songwriter (Dallas Frazier)",False
1841,1966,9,609,Work,Best Country & Western Song,Don't Touch Me,"Hank Cochran, songwriter (Jeannie Seely)",False
1842,1966,9,609,Work,Best Country & Western Song,Husbands And Wives (Single),"Roger Miller, songwriter (Roger Miller)",False
1843,1966,9,609,Work,Best Country & Western Song,Streets Of Baltimore,"Tompall Glaser & Harlan Howard, songwriters (Bobby Bare)",False
1844,1966,9,609,Work,Best Country & Western Song,Almost Persuaded,"Billy Sherrill & Glenn Sutton, songwriters (David Houston)",True
1845,1966,9,612,Work,Best Instrumental Theme,Who's Afraid?,"Alex North, composer (Alex North)",False
1846,1966,9,612,Work,Best Instrumental Theme,Trumpet Pickin',"D.J. Edwards, composer (Al Hirt)",False
1847,1966,9,612,Work,Best Instrumental Theme,Arabesque,"Henry Mancini, composer (Henry Mancini)",False
1848,1966,9,612,Work,Best Instrumental Theme,Prissy,"Priscilla Hubbard, composer (Chet Atkins)",False
1849,1966,9,612,Work,Best Instrumental Theme,Batman Theme,"Neal Hefti, composer (Neal Hefti)",True
1850,1966,9,613,Work,Best Original Score Written For A Motion Picture Or Television Show,Who's Afraid Of Virginia Woolf?,"Alex North, composer (Alex North)",False
1851,1966,9,613,Work,Best Original Score Written For A Motion Picture Or Television Show,Arabesque (Motion Picture),"Henry Mancini, composer (Henry Mancini)",False
1852,1966,9,613,Work,Best Original Score Written For A Motion Picture Or Television Show,Born Free,"John Barry, composer (John Barry)",False
1853,1966,9,613,Work,Best Original Score Written For A Motion Picture Or Television Show,Alfie - Original Music From The Score,"Sonny Rollins, composer (Oliver Nelson)",False
1854,1966,9,613,Work,Best Original Score Written For A Motion Picture Or Television Show,Dr. Zhivago,"Maurice Jarre, composer (Maurice Jarre)",True
1855,1966,9,618,Work,Best Instrumental Arrangement,Michelle (Single),"Bob Florence, arranger (Bud Shank)",False
1856,1966,9,618,Work,Best Instrumental Arrangement,Arabesque,"Henry Mancini, arranger (Henry Mancini)",False
1857,1966,9,618,Work,Best Instrumental Arrangement,Born Free,"John Barry, arranger (John Barry)",False
1858,1966,9,618,Work,Best Instrumental Arrangement,Batman Theme (Album),"Neal Hefti, arranger (Neal Hefti)",False
1859,1966,9,618,Work,Best Instrumental Arrangement,What Now My Love,"Herb Alpert, arranger (Herb Alpert And The Tijuana Brass)",True
1860,1966,9,619,Work,Best Arrangement Accompanying A Vocalist Or Instrumentalist,These Boots Are Made For Walkin',"Billy Strange, arranger (Nancy Sinatra)",False
1861,1966,9,619,Work,Best Arrangement Accompanying A Vocalist Or Instrumentalist,Good Vibrations (Single),"Brian Wilson, arranger (The Beach Boys)",False
1862,1966,9,619,Work,Best Arrangement Accompanying A Vocalist Or Instrumentalist,If He Walked Into My Life,"Don Costa, arranger (Eydie Gorme)",False
1863,1966,9,619,Work,Best Arrangement Accompanying A Vocalist Or Instrumentalist,Eleanor Rigby,"George Martin, arranger (Paul McCartney (The Beatles))",False
1864,1966,9,619,Work,Best Arrangement Accompanying A Vocalist Or Instrumentalist,Goin' Out Of My Head,"Oliver Nelson, arranger (Wes Montgomery)",False
1865,1966,9,619,Work,Best Arrangement Accompanying A Vocalist Or Instrumentalist,Strangers In The Night,"Ernie Freeman, arranger (Frank Sinatra)",True
1866,1966,9,620,Work,"Best Album Cover, Graphic Arts",Ives: Symphony No. 1 In D Minor (Album),"George Estes, art director (Morton Gould, conductor)",False
1867,1966,9,620,Work,"Best Album Cover, Photography",What Now My Love (Album),"George Jerman, photographer; Peter Whorf, art director (Herb Alpert And The Tijuana Brass)",False
1868,1966,9,620,Work,"Best Album Cover, Graphic Arts",Stan Kenton Conducts The Los Angeles Neophonic Orchestra (Album),"George Osaki, art director (Stan Kenton, conductor)",False
1869,1966,9,620,Work,"Best Album Cover, Photography",Blonde On Blonde (Album),"Gerald Schatsberg, photographer; John Berg & Bob (Robert) Cato, art directors (Bob Dylan)",False
1870,1966,9,620,Work,"Best Album Cover, Photography",Turn! Turn! Turn! (Album),"Guy Webster, photographer; John Berg & Bob (Robert) Cato, art directors (The Byrds)",False
1871,1966,9,620,Work,"Best Album Cover, Graphic Arts",Color Me Barbra (Album),"John Berg & Bob (Robert) Cato, art directors (Barbra Streisand)",False
1872,1966,9,620,Work,"Best Album Cover, Graphic Arts",Charlie Byrd Christmas Carols For Solo Guitar (Album),"John Berg & Bob (Robert) Cato, art directors (Charlie Byrd)",False
1873,1966,9,620,Work,"Best Album Cover, Photography",Guantanamera (Album),"Peter Whorf, photographer; Peter Whorf, art director (Sandpipers)",False
1874,1966,9,620,Work,"Best Album Cover, Photography",Sammy Davis Jr. Sings - Laurindo Almeida Plays (Album),"Tom Tucker, photographer; Ed Thrasher, art director (Sammy Davis Jr. And Laurindo Almeida)",False
1875,1966,9,620,Work,"Best Album Cover, Photography",The Time Machine (Album),"Tom Zimmerman, photographer; Robert M. Jones, art director (Gary Burton)",False
1876,1966,9,620,Work,"Best Album Cover, Graphic Arts",Baroque Fanfares And Sonatas For Brass (Album),"William S. Harvey, art director (Joshua Rifkin, conductor)",False
1877,1966,9,620,Work,"Best Album Cover, Graphic Arts",Talk That Talk (Album),"Woody Woodward, art director (The Jazz Crusaders)",False
1878,1966,9,620,Work,"Best Album Cover, Graphic Arts",Revolver,"Klaus Voormann, graphic designer",True
1879,1966,9,620,Work,"Best Album Cover, Photography",Confessions Of A Broken Man,"Les Leverette, photographer; Robert M. Jones, art director (Porter Wagoner)",True
1880,1966,9,621,Work,Best Album Notes,Edward R. Murrow - A Reporter Remembers - Vol. 1 The War Years (Album),"Fred Friendly, album notes writer (Edward R. Murrow)",False
1881,1966,9,621,Work,Best Album Notes,Ben Colder Strikes Again,"Harvey Cowen, album notes writer (Ben Colder)",False
1882,1966,9,621,Work,Best Album Notes,Dr. Zhivago (Album),"Nelson Lyon, album notes writer (Maurice Jarre)",False
1883,1966,9,621,Work,Best Album Notes,"The Ellington Era, Vol. II (Album)","Stanley Dance & Ralph J. Gleason, album notes writers (Duke Ellington)",False
1884,1966,9,621,Work,Best Album Notes,Sinatra At The Sands,"Stan Cornyn, album notes writer (Frank Sinatra)",True
1885,1966,9,624,Work,Best Folk Recording,Leadbelly,Leadbelly,False
1886,1966,9,624,Work,Best Folk Recording,Reflections In A Crystal Wind,Mimi And Richard Farina,False
1887,1966,9,624,Work,Best Folk Recording,Violets Of Dawn,Mitchell Trio,False
1888,1966,9,624,Work,Best Folk Recording,Oliver Smith,Oliver Smith,False
1889,1966,9,624,Work,Best Folk Recording,God Bless The Grass,Pete Seeger,False
1890,1966,9,624,Work,Best Folk Recording,Hurry Sundown,"Peter, Paul And Mary",False
1891,1966,9,624,Work,Best Folk Recording,Sound Of The Sitar,Ravi Shankar,False
1892,1966,9,624,Work,Best Folk Recording,Blues In The Street,Cortelia Clark,True
1893,1966,9,627,Work,Record Of The Year,Almost Persuaded (Single),David Houston,False
1894,1966,9,627,Work,Record Of The Year,What Now My Love (Single),Herb Alpert And The Tijuana Brass,False
1895,1966,9,627,Work,Record Of The Year,"Monday, Monday (Single)",Mamas And The Papas,False
1896,1966,9,627,Work,Record Of The Year,Winchester Cathedral (Single),New Vaudeville Band,False
1897,1966,9,627,Work,Record Of The Year,Strangers In The Night,Frank Sinatra,True
1898,1966,9,628,Work,Album Of The Year,Color Me Barbra (Album),Barbra Streisand,False
1899,1966,9,628,Work,Album Of The Year,What Now My Love (Album),Herb Alpert And The Tijuana Brass,False
1900,1966,9,628,Work,Album Of The Year,Dr. Zhivago (Motion Picture Soundtrack) (Album),"Maurice Jarre, conductor",False
1901,1966,9,628,Work,Album Of The Year,Revolver (Album),The Beatles,False
1902,1966,9,628,Work,Album Of The Year,A Man And His Music,Frank Sinatra,True
1903,1966,9,629,Work,Song Of The Year,Strangers In The Night (Single),"Bert Kaempfert, Charles Singleton & Eddie Snyder, songwriters (Frank Sinatra)",False
1904,1966,9,629,Work,Song Of The Year,The Impossible Dream,"Joe Darion & Mitch Leigh, songwriters (Richard Kiley)",False
1905,1966,9,629,Work,Song Of The Year,Born Free,"John Barry & Don Black, songwriters (Roger Williams)",False
1906,1966,9,629,Work,Song Of The Year,Somewhere My Love (Lara's Theme From \,"Paul Francis Webster, songwriter (Ray Conniff Singers and by Maurice Jarre, conductor)",False
1907,1966,9,629,Work,Song Of The Year,Michelle,"John Lennon & Paul McCartney, songwriters (The Beatles)",True
1908,1966,9,637,Work,Best Sacred Recording (Musical),How Big Is God,Blackwood Brothers,False
1909,1966,9,637,Work,Best Sacred Recording (Musical),Connie Smith Sings Great Sacred Songs (Album),Connie Smith,False
1910,1966,9,637,Work,Best Sacred Recording (Musical),Southland Songs That Lift The Heart (Album),George Beverly Shea,False
1911,1966,9,637,Work,Best Sacred Recording (Musical),Bigger 'n' Better,The Happy Goodman Family,False
1912,1966,9,637,Work,Best Sacred Recording (Musical),The Oak Ridge Boys At Their Best,The Oak Ridge Boys,False
1913,1966,9,637,Work,Best Sacred Recording (Musical),Grand Old Gospel,Porter Wagoner And The Blackwood Brothers,True
1914,1966,9,651,Work,Best Original Jazz Composition,Time Remembered (Single),"Bill Evans, composer (Bill Evans)",False
1915,1966,9,651,Work,Best Original Jazz Composition,ABC Blues,"Bob Brookmeyer, composer (Bob Brookmeyer)",False
1916,1966,9,651,Work,Best Original Jazz Composition,Jazz Samba,"Claus Ogerman, composer (Bill Evans & Jim Hall)",False
1917,1966,9,651,Work,Best Original Jazz Composition,If Only We Knew,"John Handy, composer (John Handy)",False
1918,1966,9,651,Work,Best Original Jazz Composition,Marquis De Sade,"Lalo Schifrin, composer (Lalo Schifrin)",False
1919,1966,9,651,Work,Best Original Jazz Composition,In The Beginning God,"Duke Ellington, composer (Duke Ellington)",True
1920,1966,9,660,Work,Best Instrumental Jazz Performance - Group Or Soloist With Group,Intermodulation,Bill Evans And Jim Hall,False
1921,1966,9,660,Work,Best Instrumental Jazz Performance - Group Or Soloist With Group,Bill Evans Trio With Symphony Orchestra (Album),Bill Evans Trio,False
1922,1966,9,660,Work,Best Instrumental Jazz Performance - Group Or Soloist With Group,Concert Of Sacred Music (Album),Duke Ellington,False
1923,1966,9,660,Work,Best Instrumental Jazz Performance - Group Or Soloist With Group,John Handy Recorded Live At The Monterey Jazz Festival (Album),John Handy Quintet,False
1924,1966,9,660,Work,Best Instrumental Jazz Performance - Group Or Soloist With Group,At The \,Ornette Coleman Trio,False
1925,1966,9,660,Work,Best Instrumental Jazz Performance - Group Or Soloist With Group,Stan Kenton Conducts The Los Angeles Neophonic Orchestra (Album),Stan Kenton,False
1926,1966,9,660,Work,Best Instrumental Jazz Performance - Group Or Soloist With Group,Woody's Winners,Woody Herman Orchestra,False
1927,1966,9,660,Work,Best Instrumental Jazz Performance - Group Or Soloist With Group,Goin' Out Of My Head,Wes Montgomery,True
1928,1966,9,678,Work,"Best Vocal Performance, Female",Color Me Barbra (Album),Barbra Streisand,False
1929,1966,9,678,Work,"Best Vocal Performance, Female",Ella At Duke's Place (Album),Ella Fitzgerald,False
1930,1966,9,678,Work,"Best Vocal Performance, Female",These Boots Are Made For Walkin' (Single),Nancy Sinatra,False
1931,1966,9,678,Work,"Best Vocal Performance, Female",Born A Woman (Single),Sandy Posey,False
1932,1966,9,678,Work,"Best Vocal Performance, Female",If He Walked Into My Life,Eydie Gorme,True
1933,1966,9,679,Work,"Best Vocal Performance, Male",The Shadow Of Your Smile (Album),Andy Williams,False
1934,1966,9,679,Work,"Best Vocal Performance, Male",Almost Persuaded (Single),David Houston,False
1935,1966,9,679,Work,"Best Vocal Performance, Male",The Impossible Dream (Single),Jack Jones,False
1936,1966,9,679,Work,"Best Vocal Performance, Male",Distant Drums (Single),Jim Reeves,False
1937,1966,9,679,Work,"Best Vocal Performance, Male",Eleanor Rigby (Single),Paul McCartney,False
1938,1966,9,679,Work,"Best Vocal Performance, Male",Strangers In The Night,Frank Sinatra,True
1939,1966,9,680,Work,Best Performance By A Chorus,Henry Mancini Presents The Academy Award Songs (Album),"Henry Mancini, His Orchestra And Chorus",False
1940,1966,9,680,Work,Best Performance By A Chorus,A Man And A Woman,Johnny Mann Singers,False
1941,1966,9,680,Work,Best Performance By A Vocal Group,"Monday, Monday",Mamas And The Papas,False
1942,1966,9,680,Work,Best Performance By A Chorus,"Basie Swingin', Voices Singin'",The Alan Copeland Singers With Count Basie,False
1943,1966,9,680,Work,Best Performance By A Vocal Group,Cherish,The Association,False
1944,1966,9,680,Work,Best Performance By A Vocal Group,Good Vibrations (Single),The Beach Boys,False
1945,1966,9,680,Work,Best Performance By A Vocal Group,Guantanamera,The Sandpipers,False
1946,1966,9,680,Work,Best Performance By A Chorus,Rococo A' Go Go (Album),Ward Swingle (The Swingle Singers),False
1947,1966,9,680,Work,Best Performance By A Vocal Group,A Man And A Woman,Anita Kerr Singers,True
1948,1966,9,680,Work,Best Performance By A Chorus,Somewhere My Love (Lara's Theme From Dr. Zhivago),Ray Conniff Singers,True
1949,1966,9,682,Work,Best Instrumental Performance (Other Than Jazz),Chet Atkins Picks On The Beatles,Chet Atkins,False
1950,1966,9,682,Work,Best Instrumental Performance (Other Than Jazz),Dr. Zhivago (Soundtrack),Maurice Jarre,False
1951,1966,9,682,Work,Best Instrumental Performance (Other Than Jazz),Batman Theme (Album),Neal Hefti,False
1952,1966,9,682,Work,Best Instrumental Performance (Other Than Jazz),Born Free,Roger Williams,False
1953,1966,9,682,Work,Best Instrumental Performance (Other Than Jazz),What Now My Love,Herb Alpert And The Tijuana Brass,True
1954,1966,9,684,Work,Best Contemporary (R&R) Solo Vocal Performance - Male Or Female,If I Were A Carpenter (Single),Bobby Darin,False
1955,1966,9,684,Work,Best Contemporary (R&R) Solo Vocal Performance - Male Or Female,You Don't Have To Say You Love Me,Dusty Springfield,False
1956,1966,9,684,Work,Best Contemporary (R&R) Recording,"Monday, Monday",Mamas And The Papas,False
1957,1966,9,684,Work,Best Contemporary (R&R) Solo Vocal Performance - Male Or Female,These Boots Are Made For Walkin' (Single),Nancy Sinatra,False
1958,1966,9,684,Work,Best Contemporary (R&R) Recording,Eleanor Rigby (Single),Paul McCartney,False
1959,1966,9,684,Work,Best Contemporary (R&R) Solo Vocal Performance - Male Or Female,Born A Woman (Single),Sandy Posey,False
1960,1966,9,684,Work,Best Contemporary (R&R) Recording,Cherish,The Association,False
1961,1966,9,684,Work,"Best Contemporary (R&R) Group Performance, Vocal Or Instrumental",Cherish,The Association,False
1962,1966,9,684,Work,Best Contemporary (R&R) Recording,Good Vibrations (Single),The Beach Boys,False
1963,1966,9,684,Work,"Best Contemporary (R&R) Group Performance, Vocal Or Instrumental",Good Vibrations (Single),The Beach Boys,False
1964,1966,9,684,Work,Best Contemporary (R&R) Recording,Last Train To Clarksville,The Monkees,False
1965,1966,9,684,Work,"Best Contemporary (R&R) Group Performance, Vocal Or Instrumental",Last Train To Clarksville,The Monkees,False
1966,1966,9,684,Work,"Best Contemporary (R&R) Group Performance, Vocal Or Instrumental",Guantanamera,The Sandpipers,False
1967,1966,9,684,Work,"Best Contemporary (R&R) Group Performance, Vocal Or Instrumental","Monday, Monday",Mamas And The Papas,True
1968,1966,9,684,Work,Best Contemporary (R&R) Recording,Winchester Cathedral,New Vaudeville Band,True
1969,1966,9,684,Work,Best Contemporary (R&R) Solo Vocal Performance - Male Or Female,Eleanor Rigby,Paul McCartney,True
1970,1966,9,685,Work,Best Engineered Recording - Non Classical,The Last Word In Lonesome Is Me,"James Malloy, engineer (Eddy Arnold)",False
1971,1966,9,685,Work,Best Engineered Recording - Non Classical,Joe Williams And Thad Jones - Mel Lewis And The Jazz Orchestra,"Phil Ramone, engineer (Joe Williams And Thad Jones)",False
1972,1966,9,685,Work,Best Engineered Recording - Non Classical,Presenting Thad Jones - Mel Lewis And The Jazz Orchestra,"Phil Ramone, engineer (Thad Jones)",False
1973,1966,9,685,Work,Best Engineered Recording - Non Classical,Arabesque (Album),"Richard Bogert, engineer (Henry Mancini)",False
1974,1966,9,685,Work,Best Engineered Recording - Non Classical,Strangers In The Night,"Eddie Brackett & Lee Herschberg, engineers (Frank Sinatra)",True
1975,1966,9,687,Work,Best Engineered Recording - Classical,Mahler: Symphony No. 6 In A Minor (Album),"Anthony Salvatore, engineer (Erich Leinsdorf, conductor)",False
1976,1966,9,687,Work,Best Engineered Recording - Classical,Varese: Arcana (Album),"Bernie(Bernard) Keville, engineer (Jean Martinon, conductor)",False
1977,1966,9,687,Work,Best Engineered Recording - Classical,Ives: Symphony No. 1 In D Minor (Album),"Bernie(Bernard) Keville, engineer (Morton Gould, conductor)",False
1978,1966,9,687,Work,Best Engineered Recording - Classical,Vivaldi: Gloria In D (Album),"Ernest Oelrich, engineer (Robert Shaw, conductor)",False
1979,1966,9,687,Work,Best Engineered Recording - Classical,Wagner: Lohengrin,"Anthony Salvatore, engineer (Erich Leinsdorf, conductor)",True
1980,1966,9,689,Work,"Best Rhythm & Blues Group Performance, Vocal Or Instrumental",I'm Your Puppet (Single),James And Bobby Purify,False
1981,1966,9,689,Work,"Best Rhythm & Blues Group Performance, Vocal Or Instrumental",Spanish Harlem,King Curtis,False
1982,1966,9,689,Work,"Best Rhythm & Blues Group Performance, Vocal Or Instrumental","Hold On, I'm Comin' (Single)",Sam And Dave,False
1983,1966,9,689,Work,"Best Rhythm & Blues Group Performance, Vocal Or Instrumental",Cool Jerk (Single),The Capitols,False
1984,1966,9,689,Work,"Best Rhythm & Blues Group Performance, Vocal Or Instrumental",Hold It Right There,Ramsey Lewis,True
1985,1966,9,692,Work,"Best Rhythm & Blues Solo Vocal Performance, Male Or Female",It's A Man's Man's Man's World (Single),James Brown,False
1986,1966,9,692,Work,"Best Rhythm & Blues Solo Vocal Performance, Male Or Female",Love Is A Hurtin' Thing (Single),Lou Rawls,False
1987,1966,9,692,Work,"Best Rhythm & Blues Solo Vocal Performance, Male Or Female",When A Man Loves A Woman (Single),Percy Sledge,False
1988,1966,9,692,Work,"Best Rhythm & Blues Solo Vocal Performance, Male Or Female",Uptight (Single),Stevie Wonder,False
1989,1966,9,692,Work,"Best Rhythm & Blues Solo Vocal Performance, Male Or Female",Crying Time,Ray Charles,True
1990,1966,9,708,Work,"Best Spoken Word, Documentary Or Drama Recording",The Stevenson Wit (Album),"Adlai Stevenson, David Brinkley",False
1991,1966,9,708,Work,"Best Spoken Word, Documentary Or Drama Recording",History Repeats Itself (Album),Buddy Starcher,False
1992,1966,9,708,Work,"Best Spoken Word, Documentary Or Drama Recording",Day For Decision,Johnny Sea,False
1993,1966,9,708,Work,"Best Spoken Word, Documentary Or Drama Recording",Death Of A Salesman (Album),Lee J. Cobb And Mildred Dunnock,False
1994,1966,9,708,Work,"Best Spoken Word, Documentary Or Drama Recording",Edward R. Murrow - A Reporter Remembers Vol. I The War Years,Edward R. Murrow,True
1995,1966,9,713,Work,Best Score From An Original Cast Show Album,Sweet Charity (Album),"Cy Coleman & Dorothy Fields, composers (Original Cast)",False
1996,1966,9,713,Work,Best Score From An Original Cast Show Album,The Apple Tree (Album),"Jerry Bock & Sheldon Harnick, composers (Original Cast)",False
1997,1966,9,713,Work,Best Score From An Original Cast Show Album,Man Of La Mancha (Album),"Joe Darion & Mitch Leigh, composers (Original Cast)",False
1998,1966,9,713,Work,Best Score From An Original Cast Show Album,Skyscraper (Album),"Sammy Cahn & Jimmy Van Heusen, composers (Original Cast)",False
1999,1966,9,713,Work,Best Score From An Original Cast Show Album,Mame,"Jerry Herman, composer (Angela Lansbury, Bea Arthur, Jane Connell, Charles Braswell, Jerry Lanning, Frankie Michaels)",True
2000,1966,9,715,Work,Best Comedy Performance,Have A Laugh On Me (Album),Archie Campbell,False
2001,1966,9,715,Work,Best Comedy Performance,Funny Way To Make An Album (Album),Don Bowman,False
2002,1966,9,715,Work,Best Comedy Performance,Wanted For Murder (Album),Homer And Jethro,False
2003,1966,9,715,Work,Best Comedy Performance,Downtown,Mrs. Miller,False
2004,1966,9,715,Work,Best Comedy Performance,Wonderfulness,Bill Cosby,True
2005,1966,9,722,Work,Best Rhythm & Blues Recording,It's A Man's Man's Man's World,James Brown,False
2006,1966,9,722,Work,Best Rhythm & Blues Recording,Love Is A Hurtin' Thing,Lou Rawls,False
2007,1966,9,722,Work,Best Rhythm & Blues Recording,When A Man Loves A Woman,Percy Sledge,False
2008,1966,9,722,Work,Best Rhythm & Blues Recording,Uptight,Stevie Wonder,False
2009,1966,9,722,Work,Best Rhythm & Blues Recording,Crying Time,Ray Charles,True
2010,1967,10,587,Work,Best Recording For Children,Magic Fishbone/Happy Prince/Potted Princess (Album),Julie Harris And Richard Kiley,False
2011,1967,10,587,Work,Best Recording For Children,The Jungle Book (Album),"Motion Picture Cast - Phil Harris, Louis Prima, Sterling Holloway, Sebastian Cabot, George Saunders",False
2012,1967,10,587,Work,Best Recording For Children,Jungle Books (Album),Richard Kiley,False
2013,1967,10,587,Work,Best Recording For Children,A Happy Birthday Party With Winnie The Pooh (Album),Sterling Holloway,False
2014,1967,10,587,Work,Best Recording For Children,The Carnival Of The Animals (Album),Tutti Camarata,False
2015,1967,10,587,Work,Best Recording For Children,Dr. Seuss: How The Grinch Stole Christmas,Boris Karloff,True
2016,1967,10,592,Work,Best Classical Performance - Instrumental Soloist Or Soloists (With Or Without Orchestra),Rubinstein and Chopin,Arthur Rubinstein,False
2017,1967,10,592,Work,Best Classical Performance - Instrumental Soloist Or Soloists (With Or Without Orchestra),Dvořák: Concerto in A Minor for Violin,"Isaac Stern, violinist; Eugene Ormandy, conductor",False
2018,1967,10,592,Work,Best Classical Performance - Instrumental Soloist Or Soloists (With Or Without Orchestra),Chopin: Nocturnes,Ivan Moravec,False
2019,1967,10,592,Work,Best Classical Performance - Instrumental Soloist Or Soloists (With Or Without Orchestra),Prokofiev: Concert No. 1 in D Flat Major for Piano; Concerto No. 2 in G Minor for Piano,"John Browning, pianist; Erich Leinsdorf, conductor",False
2020,1967,10,592,Work,Best Classical Performance - Instrumental Soloist Or Soloists (With Or Without Orchestra),Rodrigo: Concierto de Aranjuez for Guitar and Orchestra/Castelnuovo-Tedesco: Concerto in D Major for Guitar,"John Williams, guitarist; Eugene Ormandy, conductor",False
2021,1967,10,592,Work,Best Classical Performance - Instrumental Soloist Or Soloists (With Or Without Orchestra),Operatic Liszt,Raymond Lewenthal,False
2022,1967,10,592,Work,Best Classical Performance - Instrumental Soloist Or Soloists (With Or Without Orchestra),Elgar: Concerto for Violin,Yehudi Menuhin,False
2023,1967,10,592,Work,Best Classical Performance - Instrumental Soloist Or Soloists (With Or Without Orchestra),Baroque Guitar,Julian Bream,True
2024,1967,10,593,Work,"Album Of The Year, Classical",Puccini: La Rondine (Album),"Francesco Molinari-Pradelli, artist; Richard Mohr, producer",False
2025,1967,10,593,Work,"Album Of The Year, Classical","The World Of Charles Ives (Washington's Birthday, Robert Browning Overture) (Album)","Leonard Bernstein & Leopold Stokowski, artists; Thomas Frost & John McClure, producers",False
2026,1967,10,593,Work,"Album Of The Year, Classical",Mahler: Das Lied Von Der Erde (Album),"Leonard Bernstein, artist; John Culshaw, producer",False
2027,1967,10,593,Work,"Album Of The Year, Classical",Horowitz In Concert (Album),"Vladimir Horowitz, artist; Thomas Frost, producer",False
2028,1967,10,593,Work,"Album Of The Year, Classical",Mahler: Symphony No. 8 (Symphony Of A Thousand),"Leonard Bernstein, artist; John McClure, producer",True
2029,1967,10,594,Work,Best Classical Performance - Orchestra,Shostakovich: Symphony No. 10 In E Minor (Album),(Berlin Philharmonic Orchestra),False
2030,1967,10,594,Work,Best Classical Performance - Orchestra,Ives: Orchestral Set No. 2/Robert Browning Overture/Putnam's Camp (Album),(Chicago Symphony Orchestra),False
2031,1967,10,594,Work,Best Classical Performance - Orchestra,Mahler: Symphony No. 2 In C Minor (\,(London Symphony Orchestra),False
2032,1967,10,594,Work,Best Classical Performance - Orchestra,Holst: The Planets (Album),(New Philharmonia Orchestra),False
2033,1967,10,594,Work,Best Classical Performance - Orchestra,Mahler: Das Lied Von Der Erde (Album),(Vienna Philharmonic Orchestra),False
2034,1967,10,594,Work,Best Classical Performance - Orchestra,Stravinsky: Firebird And Petrouchka Suites,(Columbia Symphony Orchestra),True
2035,1967,10,595,Work,Best Opera Recording,Puccini: La Rondine (Album),"Francesco Molinari-Pradelli; Richard Mohr, producer (RCA Italiana Opera Chorus; RCA Italiana Opera Orchestra)",False
2036,1967,10,595,Work,Best Opera Recording,Wagner: Die Walkure (Album),"Herbert von Karajan; Otto Gerdes, producer (Berlin Philharmonic Orchestra)",False
2037,1967,10,595,Work,Best Opera Recording,Puccini: Madama Butterfly (Album),"John Barbirolli; R. Kinloch Anderson, producer (Rome Opera Chorus; Rome Opera Orchestra)",False
2038,1967,10,595,Work,Best Opera Recording,Handel: Julius Caesar (Album),"Julius Rudel; Peter Dellheim, producer (New York City Opera Chorus; New York City Opera Orchestra)",False
2039,1967,10,595,Work,Best Opera Recording,Wagner: Tristan And Isolde \,"Karl Bohm; Otto Gerdes & Hans Hirsch, producers (Bayreuth Festival Chorus; Bayreuth Festival Orchestra)",False
2040,1967,10,595,Work,Best Opera Recording,Verdi: Falstaff (Album),"Leonard Bernstein; Erik Smith, producer (Vienna Philharmonic Chorus; Vienna Philharmonic Orchestra)",False
2041,1967,10,595,Work,Best Opera Recording,Berg: Wozzeck,"Pierre Boulez; Thomas Z. Shepard, producer (Choeur Nationale De Paris; National Opera Orchestra Of Paris)",True
2042,1967,10,596,Work,Best Classical Choral Performance (Other Than Opera),Handel: Messiah,(Ambrosian Singers; English Chamber Orchestra),False
